time_s,power_MW,power_pct,P_electric_MW,T_fuel_C,T_in_C,T_out_C,T_cool_avg_C,P_prim_MPa,P_sec_MPa,D_steam_kg_s,D_turb_kg_s,W_prim_kg_s,level_pzr_m,level_sg_m,reactivity_total_pcm,reactivity_doppler_pcm,reactivity_coolant_pcm,reactivity_rods_pcm
16.60,3298.17,103.07,1195.95,610.61,298.65,329.59,314.12,16.538,7.061,1789.63,1788.74,17600.0,5.976,2.400,4.30,-27.64,-25.03,56.97
16.65,3297.61,103.05,1196.02,610.58,298.66,329.59,314.12,16.539,7.062,1789.72,1788.84,17600.0,5.979,2.400,4.20,-27.57,-25.20,56.97
16.70,3297.06,103.03,1196.09,610.55,298.66,329.60,314.13,16.540,7.062,1789.81,1788.94,17600.0,5.981,2.400,4.10,-27.51,-25.37,56.97
16.75,3296.51,103.02,1196.16,610.53,298.67,329.60,314.13,16.541,7.062,1789.90,1789.04,17600.0,5.983,2.400,4.00,-27.44,-25.54,56.97
16.80,3295.96,103.00,1196.23,610.50,298.68,329.60,314.14,16.541,7.063,1789.99,1789.14,17600.0,5.985,2.400,3.90,-27.37,-25.71,56.97
16.85,3295.41,102.98,1196.29,610.47,298.68,329.60,314.14,16.542,7.063,1790.07,1789.24,17600.0,5.988,2.400,3.80,-27.30,-25.87,56.97
16.90,3294.87,102.96,1196.36,610.44,298.69,329.61,314.15,16.543,7.064,1790.16,1789.34,17600.0,5.990,2.400,3.70,-27.23,-26.04,56.97
16.95,3294.33,102.95,1196.42,610.41,298.70,329.61,314.15,16.543,7.064,1790.24,1789.43,17600.0,5.992,2.400,3.61,-27.15,-26.21,56.97
17.00,3293.79,102.93,1196.48,610.39,298.70,329.61,314.16,16.544,7.064,1790.33,1789.53,17600.0,5.994,2.400,3.52,-27.08,-26.38,56.97
17.05,3293.25,102.91,1196.55,610.36,298.71,329.62,314.16,16.545,7.065,1790.41,1789.62,17600.0,5.997,2.400,3.42,-27.00,-26.54,56.97
17.10,3292.72,102.90,1196.61,610.33,298.72,329.62,314.17,16.545,7.065,1790.49,1789.71,17600.0,5.999,2.400,3.33,-26.93,-26.71,56.97
17.15,3292.19,102.88,1196.67,610.30,298.72,329.62,314.17,16.546,7.065,1790.57,1789.80,17600.0,6.001,2.400,3.24,-26.85,-26.88,56.97
17.20,3291.66,102.86,1196.73,610.27,298.73,329.63,314.18,16.547,7.066,1790.65,1789.89,17600.0,6.003,2.400,3.15,-26.78,-27.04,56.97
17.25,3291.14,102.85,1196.79,610.24,298.73,329.63,314.18,16.547,7.066,1790.73,1789.98,17600.0,6.006,2.400,3.07,-26.70,-27.21,56.97
17.30,3290.62,102.83,1196.84,610.21,298.74,329.63,314.19,16.548,7.066,1790.81,1790.07,17600.0,6.008,2.400,2.98,-26.62,-27.37,56.97
17.35,3290.10,102.82,1196.90,610.18,298.75,329.63,314.19,16.548,7.067,1790.88,1790.15,17600.0,6.010,2.400,2.90,-26.54,-27.53,56.97
17.40,3289.59,102.80,1196.96,610.15,298.75,329.64,314.20,16.549,7.067,1790.96,1790.24,17600.0,6.012,2.400,2.82,-26.46,-27.70,56.97
17.45,3289.09,102.78,1197.02,610.11,298.76,329.64,314.20,16.549,7.067,1791.04,1790.32,17600.0,6.015,2.400,2.73,-26.38,-27.86,56.97
17.50,3288.58,102.77,1197.07,610.08,298.77,329.64,314.21,16.550,7.068,1791.11,1790.41,17600.0,6.017,2.400,2.65,-26.30,-28.02,56.97
17.55,3288.09,102.75,1197.13,610.05,298.77,329.65,314.21,16.550,7.068,1791.19,1790.49,17600.0,6.019,2.400,2.58,-26.22,-28.18,56.97
17.60,3287.59,102.74,1197.18,610.02,298.78,329.65,314.21,16.551,7.068,1791.26,1790.57,17600.0,6.021,2.400,2.50,-26.13,-28.34,56.97
17.65,3287.10,102.72,1197.23,609.99,298.79,329.65,314.22,16.551,7.069,1791.33,1790.65,17600.0,6.023,2.400,2.42,-26.05,-28.50,56.97
17.70,3286.62,102.71,1197.29,609.96,298.79,329.65,314.22,16.551,7.069,1791.40,1790.73,17600.0,6.026,2.400,2.35,-25.97,-28.66,56.97
17.75,3286.14,102.69,1197.34,609.92,298.80,329.66,314.23,16.552,7.069,1791.47,1790.81,17600.0,6.028,2.400,2.27,-25.88,-28.81,56.97
17.80,3285.66,102.68,1197.39,609.89,298.80,329.66,314.23,16.552,7.070,1791.54,1790.89,17600.0,6.030,2.400,2.20,-25.80,-28.97,56.97
17.85,3285.19,102.66,1197.44,609.86,298.81,329.66,314.24,16.552,7.070,1791.61,1790.96,17600.0,6.032,2.400,2.13,-25.72,-29.12,56.97
17.90,3284.72,102.65,1197.49,609.83,298.82,329.67,314.24,16.553,7.070,1791.68,1791.04,17600.0,6.034,2.400,2.06,-25.63,-29.28,56.97
17.95,3284.26,102.63,1197.54,609.79,298.82,329.67,314.25,16.553,7.071,1791.75,1791.11,17600.0,6.037,2.400,2.00,-25.55,-29.43,56.97
18.00,3283.80,102.62,1197.59,609.76,298.83,329.67,314.25,16.553,7.071,1791.82,1791.19,17600.0,6.039,2.400,1.93,-25.46,-29.58,56.97
18.05,3283.35,102.60,1197.64,609.73,298.83,329.67,314.25,16.553,7.071,1791.89,1791.26,17600.0,6.041,2.400,1.87,-25.38,-29.73,56.97
18.10,3282.90,102.59,1197.69,609.69,298.84,329.68,314.26,16.553,7.071,1791.95,1791.34,17600.0,6.043,2.400,1.80,-25.29,-29.88,56.97
18.15,3282.46,102.58,1197.74,609.66,298.85,329.68,314.26,16.554,7.072,1792.02,1791.41,17600.0,6.045,2.400,1.74,-25.20,-30.03,56.97
18.20,3282.02,102.56,1197.79,609.63,298.85,329.68,314.27,16.554,7.072,1792.08,1791.48,17600.0,6.047,2.400,1.68,-25.12,-30.17,56.97
18.25,3281.58,102.55,1197.84,609.59,298.86,329.68,314.27,16.554,7.072,1792.15,1791.55,17600.0,6.049,2.400,1.62,-25.03,-30.32,56.97
18.30,3281.15,102.54,1197.88,609.56,298.86,329.69,314.27,16.554,7.073,1792.21,1791.62,17600.0,6.051,2.400,1.56,-24.95,-30.47,56.97
18.35,3280.73,102.52,1197.93,609.53,298.87,329.69,314.28,16.554,7.073,1792.28,1791.69,17600.0,6.054,2.400,1.50,-24.86,-30.61,56.97
18.40,3280.31,102.51,1197.97,609.49,298.87,329.69,314.28,16.554,7.073,1792.34,1791.76,17600.0,6.056,2.400,1.45,-24.77,-30.75,56.97
18.45,3279.89,102.50,1198.02,609.46,298.88,329.69,314.29,16.554,7.073,1792.40,1791.83,17600.0,6.058,2.400,1.39,-24.69,-30.89,56.97
18.50,3279.48,102.48,1198.07,609.43,298.89,329.70,314.29,16.554,7.074,1792.46,1791.89,17600.0,6.060,2.400,1.34,-24.60,-31.03,56.97
18.55,3279.07,102.47,1198.11,609.40,298.89,329.70,314.29,16.554,7.074,1792.53,1791.96,17600.0,6.062,2.400,1.28,-24.51,-31.17,56.97
18.60,3278.67,102.46,1198.15,609.36,298.90,329.70,314.30,16.554,7.074,1792.59,1792.03,17600.0,6.064,2.400,1.23,-24.43,-31.31,56.97
18.65,3278.27,102.45,1198.20,609.33,298.90,329.70,314.30,16.554,7.074,1792.65,1792.09,17600.0,6.066,2.400,1.18,-24.34,-31.45,56.97
18.70,3277.88,102.43,1198.24,609.30,298.91,329.70,314.31,16.554,7.075,1792.71,1792.16,17600.0,6.068,2.400,1.13,-24.26,-31.58,56.97
18.75,3277.49,102.42,1198.28,609.26,298.91,329.71,314.31,16.553,7.075,1792.76,1792.22,17600.0,6.070,2.400,1.08,-24.17,-31.72,56.97
18.80,3277.10,102.41,1198.33,609.23,298.92,329.71,314.31,16.553,7.075,1792.82,1792.28,17600.0,6.072,2.400,1.03,-24.08,-31.85,56.97
18.85,3276.72,102.40,1198.37,609.20,298.92,329.71,314.32,16.553,7.075,1792.88,1792.35,17600.0,6.074,2.400,0.99,-24.00,-31.99,56.97
18.90,3276.34,102.39,1198.41,609.16,298.93,329.71,314.32,16.553,7.076,1792.94,1792.41,17600.0,6.076,2.400,0.94,-23.91,-32.12,56.97
18.95,3275.97,102.37,1198.45,609.13,298.94,329.71,314.33,16.553,7.076,1792.99,1792.47,17600.0,6.078,2.400,0.90,-23.83,-32.25,56.97
19.00,3275.60,102.36,1198.49,609.10,298.94,329.72,314.33,16.552,7.076,1793.05,1792.53,17600.0,6.080,2.400,0.85,-23.74,-32.38,56.97
19.05,3275.23,102.35,1198.53,609.07,298.95,329.72,314.33,16.552,7.076,1793.11,1792.59,17600.0,6.082,2.400,0.81,-23.66,-32.50,56.97
19.10,3274.87,102.34,1198.57,609.03,298.95,329.72,314.34,16.552,7.077,1793.16,1792.65,17600.0,6.084,2.400,0.77,-23.57,-32.63,56.97
19.15,3274.51,102.33,1198.61,609.00,298.96,329.72,314.34,16.552,7.077,1793.22,1792.71,17600.0,6.086,2.400,0.73,-23.49,-32.76,56.97
19.20,3274.16,102.32,1198.65,608.97,298.96,329.72,314.34,16.551,7.077,1793.27,1792.77,17600.0,6.088,2.400,0.69,-23.40,-32.88,56.97
19.25,3273.81,102.31,1198.69,608.94,298.97,329.73,314.35,16.551,7.077,1793.32,1792.83,17600.0,6.090,2.400,0.65,-23.32,-33.01,56.97
19.30,3273.46,102.30,1198.73,608.90,298.97,329.73,314.35,16.551,7.078,1793.38,1792.89,17600.0,6.092,2.400,0.61,-23.23,-33.13,56.97
19.35,3273.11,102.28,1198.77,608.87,298.98,329.73,314.35,16.550,7.078,1793.43,1792.94,17600.0,6.094,2.400,0.57,-23.15,-33.25,56.97
19.40,3272.77,102.27,1198.81,608.84,298.98,329.73,314.36,16.550,7.078,1793.48,1793.00,17600.0,6.095,2.400,0.53,-23.07,-33.37,56.97
19.45,3272.44,102.26,1198.84,608.81,298.99,329.73,314.36,16.550,7.078,1793.53,1793.06,17600.0,6.097,2.400,0.50,-22.98,-33.49,56.97
19.50,3272.10,102.25,1198.88,608.78,298.99,329.74,314.36,16.549,7.078,1793.58,1793.11,17600.0,6.099,2.400,0.46,-22.90,-33.61,56.97
19.55,3271.77,102.24,1198.92,608.75,299.00,329.74,314.37,16.549,7.079,1793.63,1793.17,17600.0,6.101,2.400,0.43,-22.82,-33.73,56.97
19.60,3271.44,102.23,1198.95,608.71,299.00,329.74,314.37,16.548,7.079,1793.68,1793.22,17600.0,6.103,2.400,0.39,-22.74,-33.84,56.97
19.65,3271.12,102.22,1198.99,608.68,299.01,329.74,314.37,16.548,7.079,1793.73,1793.28,17600.0,6.105,2.400,0.36,-22.66,-33.96,56.97
19.70,3270.80,102.21,1199.03,608.65,299.01,329.74,314.38,16.547,7.079,1793.78,1793.33,17600.0,6.107,2.400,0.32,-22.57,-34.07,56.97
19.75,3270.48,102.20,1199.06,608.62,299.02,329.74,314.38,16.547,7.079,1793.83,1793.38,17600.0,6.108,2.400,0.29,-22.49,-34.19,56.97
19.80,3270.16,102.19,1199.10,608.59,299.02,329.75,314.38,16.546,7.080,1793.88,1793.44,17600.0,6.110,2.400,0.26,-22.41,-34.30,56.97
19.85,3269.85,102.18,1199.13,608.56,299.03,329.75,314.39,16.546,7.080,1793.93,1793.49,17600.0,6.112,2.400,0.23,-22.33,-34.41,56.97
19.90,3269.54,102.17,1199.16,608.53,299.03,329.75,314.39,16.546,7.080,1793.97,1793.54,17600.0,6.114,2.400,0.20,-22.25,-34.52,56.97
19.95,3269.23,102.16,1199.20,608.50,299.03,329.75,314.39,16.545,7.080,1794.02,1793.59,17600.0,6.116,2.400,0.17,-22.17,-34.63,56.97
20.00,3268.93,102.15,1199.23,608.47,299.04,329.75,314.40,16.544,7.080,1794.07,1793.64,17600.0,6.117,2.400,0.14,-22.09,-34.74,56.97
20.05,3268.63,102.14,1199.27,608.44,299.04,329.75,314.40,16.544,7.081,1794.11,1793.69,17600.0,6.119,2.400,0.11,-22.01,-34.85,56.97
20.10,3268.33,102.14,1199.30,608.41,299.05,329.76,314.40,16.543,7.081,1794.16,1793.74,17600.0,6.121,2.400,0.08,-21.94,-34.95,56.97
20.15,3268.03,102.13,1199.33,608.38,299.05,329.76,314.40,16.543,7.081,1794.20,1793.79,17600.0,6.123,2.400,0.05,-21.86,-35.06,56.97
20.20,3267.74,102.12,1199.36,608.35,299.06,329.76,314.41,16.542,7.081,1794.25,1793.84,17600.0,6.124,2.400,0.03,-21.78,-35.16,56.97
20.25,3267.45,102.11,1199.40,608.32,299.06,329.76,314.41,16.542,7.081,1794.29,1793.88,17600.0,6.126,2.400,0.00,-21.70,-35.27,56.97
20.30,3267.16,102.10,1199.43,608.29,299.07,329.76,314.41,16.541,7.082,1794.33,1793.93,17600.0,6.128,2.400,-0.03,-21.63,-35.37,56.97
20.35,3266.87,102.09,1199.46,608.26,299.07,329.76,314.42,16.540,7.082,1794.38,1793.98,17600.0,6.130,2.400,-0.05,-21.55,-35.47,56.97
20.40,3266.59,102.08,1199.49,608.23,299.07,329.76,314.42,16.540,7.082,1794.42,1794.02,17600.0,6.131,2.400,-0.08,-21.47,-35.57,56.97
20.45,3266.31,102.07,1199.52,608.20,299.08,329.77,314.42,16.539,7.082,1794.46,1794.07,17600.0,6.133,2.400,-0.10,-21.40,-35.68,56.97
20.50,3266.03,102.06,1199.55,608.17,299.08,329.77,314.42,16.539,7.082,1794.50,1794.12,17600.0,6.135,2.400,-0.13,-21.32,-35.77,56.97
20.55,3265.75,102.05,1199.58,608.14,299.09,329.77,314.43,16.538,7.083,1794.54,1794.16,17600.0,6.136,2.400,-0.15,-21.25,-35.87,56.97
20.60,3265.48,102.05,1199.61,608.11,299.09,329.77,314.43,16.537,7.083,1794.58,1794.21,17600.0,6.138,2.400,-0.17,-21.17,-35.97,56.97
20.65,3265.21,102.04,1199.64,608.09,299.10,329.77,314.43,16.537,7.083,1794.62,1794.25,17600.0,6.140,2.400,-0.20,-21.10,-36.07,56.97
20.70,3264.94,102.03,1199.67,608.06,299.10,329.77,314.44,16.536,7.083,1794.66,1794.29,17600.0,6.141,2.400,-0.22,-21.02,-36.17,56.97
20.75,3264.67,102.02,1199.70,608.03,299.10,329.77,314.44,16.535,7.083,1794.70,1794.34,17600.0,6.143,2.400,-0.24,-20.95,-36.26,56.97
20.80,3264.40,102.01,1199.73,608.00,299.11,329.77,314.44,16.535,7.083,1794.74,1794.38,17600.0,6.144,2.400,-0.26,-20.88,-36.36,56.97
20.85,3264.14,102.00,1199.76,607.97,299.11,329.78,314.44,16.534,7.084,1794.78,1794.42,17600.0,6.146,2.400,-0.28,-20.81,-36.45,56.97
20.90,3263.88,102.00,1199.78,607.95,299.12,329.78,314.45,16.533,7.084,1794.82,1794.46,17600.0,6.148,2.400,-0.31,-20.73,-36.54,56.97
20.95,3263.62,101.99,1199.81,607.92,299.12,329.78,314.45,16.533,7.084,1794.86,1794.51,17600.0,6.149,2.400,-0.33,-20.66,-36.63,56.97
21.00,3263.37,101.98,1199.84,607.89,299.12,329.78,314.45,16.532,7.084,1794.89,1794.55,17600.0,6.151,2.400,-0.35,-20.59,-36.73,56.97
21.05,3263.11,101.97,1199.87,607.87,299.13,329.78,314.45,16.531,7.084,1794.93,1794.59,17600.0,6.152,2.400,-0.37,-20.52,-36.82,56.97
21.10,3262.86,101.96,1199.89,607.84,299.13,329.78,314.46,16.531,7.084,1794.97,1794.63,17600.0,6.154,2.400,-0.38,-20.45,-36.91,56.97
21.15,3262.61,101.96,1199.92,607.81,299.14,329.78,314.46,16.530,7.085,1795.00,1794.67,17600.0,6.155,2.400,-0.40,-20.38,-36.99,56.97
21.20,3262.36,101.95,1199.95,607.79,299.14,329.78,314.46,16.529,7.085,1795.04,1794.71,17600.0,6.157,2.400,-0.42,-20.31,-37.08,56.97
21.25,3262.11,101.94,1199.97,607.76,299.14,329.79,314.46,16.528,7.085,1795.07,1794.75,17600.0,6.159,2.400,-0.44,-20.24,-37.17,56.97
21.30,3261.87,101.93,1200.00,607.73,299.15,329.79,314.47,16.528,7.085,1795.11,1794.78,17600.0,6.160,2.400,-0.46,-20.17,-37.26,56.97
21.35,3261.63,101.93,1200.02,607.71,299.15,329.79,314.47,16.527,7.085,1795.14,1794.82,17600.0,6.162,2.400,-0.48,-20.10,-37.34,56.97
21.40,3261.39,101.92,1200.05,607.68,299.15,329.79,314.47,16.526,7.085,1795.18,1794.86,17600.0,6.163,2.400,-0.49,-20.04,-37.43,56.97
21.45,3261.15,101.91,1200.07,607.65,299.16,329.79,314.47,16.525,7.085,1795.21,1794.90,17600.0,6.165,2.400,-0.51,-19.97,-37.51,56.97
21.50,3260.91,101.90,1200.10,607.63,299.16,329.79,314.48,16.525,7.086,1795.25,1794.93,17600.0,6.166,2.400,-0.53,-19.90,-37.60,56.97
21.55,3260.68,101.90,1200.12,607.60,299.17,329.79,314.48,16.524,7.086,1795.28,1794.97,17600.0,6.167,2.400,-0.54,-19.84,-37.68,56.97
21.60,3260.45,101.89,1200.15,607.58,299.17,329.79,314.48,16.523,7.086,1795.31,1795.01,17600.0,6.169,2.400,-0.56,-19.77,-37.76,56.97
21.65,3260.22,101.88,1200.17,607.55,299.17,329.79,314.48,16.522,7.086,1795.34,1795.04,17600.0,6.170,2.400,-0.58,-19.70,-37.84,56.97
21.70,3259.99,101.87,1200.19,607.53,299.18,329.80,314.49,16.522,7.086,1795.38,1795.08,17600.0,6.172,2.400,-0.59,-19.64,-37.92,56.97
21.75,3259.76,101.87,1200.22,607.50,299.18,329.80,314.49,16.521,7.086,1795.41,1795.11,17600.0,6.173,2.400,-0.61,-19.57,-38.00,56.97
21.80,3259.54,101.86,1200.24,607.48,299.18,329.80,314.49,16.520,7.086,1795.44,1795.15,17600.0,6.175,2.400,-0.62,-19.51,-38.08,56.97
21.85,3259.31,101.85,1200.26,607.45,299.19,329.80,314.49,16.519,7.087,1795.47,1795.18,17600.0,6.176,2.400,-0.63,-19.45,-38.16,56.97
21.90,3259.09,101.85,1200.29,607.43,299.19,329.80,314.49,16.518,7.087,1795.50,1795.21,17600.0,6.177,2.400,-0.65,-19.38,-38.24,56.97
21.95,3258.87,101.84,1200.31,607.41,299.19,329.80,314.50,16.518,7.087,1795.53,1795.25,17600.0,6.179,2.400,-0.66,-19.32,-38.31,56.97
22.00,3258.66,101.83,1200.33,607.38,299.20,329.80,314.50,16.517,7.087,1795.56,1795.28,17600.0,6.180,2.400,-0.68,-19.26,-38.39,56.97
22.05,3258.44,101.83,1200.35,607.36,299.20,329.80,314.50,16.516,7.087,1795.59,1795.31,17600.0,6.182,2.400,-0.69,-19.19,-38.47,56.97
22.10,3258.23,101.82,1200.37,607.33,299.20,329.80,314.50,16.515,7.087,1795.62,1795.35,17600.0,6.183,2.400,-0.70,-19.13,-38.54,56.97
22.15,3258.02,101.81,1200.39,607.31,299.21,329.80,314.51,16.515,7.087,1795.65,1795.38,17600.0,6.184,2.400,-0.71,-19.07,-38.62,56.97
22.20,3257.81,101.81,1200.42,607.29,299.21,329.80,314.51,16.514,7.087,1795.68,1795.41,17600.0,6.186,2.400,-0.73,-19.01,-38.69,56.97
22.25,3257.60,101.80,1200.44,607.26,299.21,329.81,314.51,16.513,7.088,1795.70,1795.44,17600.0,6.187,2.400,-0.74,-18.95,-38.76,56.97
22.30,3257.39,101.79,1200.46,607.24,299.22,329.81,314.51,16.512,7.088,1795.73,1795.47,17600.0,6.188,2.400,-0.75,-18.89,-38.83,56.97
22.35,3257.19,101.79,1200.48,607.22,299.22,329.81,314.51,16.511,7.088,1795.76,1795.50,17600.0,6.190,2.400,-0.76,-18.83,-38.91,56.97
22.40,3256.98,101.78,1200.50,607.20,299.22,329.81,314.52,16.511,7.088,1795.79,1795.53,17600.0,6.191,2.400,-0.77,-18.77,-38.98,56.97
22.45,3256.78,101.77,1200.52,607.17,299.23,329.81,314.52,16.510,7.088,1795.81,1795.56,17600.0,6.192,2.400,-0.78,-18.71,-39.05,56.97
22.50,3256.58,101.77,1200.54,607.15,299.23,329.81,314.52,16.509,7.088,1795.84,1795.59,17600.0,6.194,2.400,-0.80,-18.65,-39.12,56.97
22.55,3256.38,101.76,1200.56,607.13,299.23,329.81,314.52,16.508,7.088,1795.87,1795.62,17600.0,6.195,2.400,-0.81,-18.59,-39.19,56.97
22.60,3256.19,101.76,1200.58,607.11,299.23,329.81,314.52,16.507,7.088,1795.89,1795.65,17600.0,6.196,2.400,-0.82,-18.53,-39.25,56.97
22.65,3255.99,101.75,1200.60,607.08,299.24,329.81,314.53,16.506,7.089,1795.92,1795.68,17600.0,6.197,2.400,-0.83,-18.48,-39.32,56.97
22.70,3255.80,101.74,1200.61,607.06,299.24,329.81,314.53,16.506,7.089,1795.95,1795.71,17600.0,6.199,2.400,-0.84,-18.42,-39.39,56.97
22.75,3255.61,101.74,1200.63,607.04,299.24,329.81,314.53,16.505,7.089,1795.97,1795.73,17600.0,6.200,2.400,-0.85,-18.36,-39.45,56.97
22.80,3255.42,101.73,1200.65,607.02,299.25,329.82,314.53,16.504,7.089,1796.00,1795.76,17600.0,6.201,2.400,-0.85,-18.31,-39.52,56.97
22.85,3255.23,101.73,1200.67,607.00,299.25,329.82,314.53,16.503,7.089,1796.02,1795.79,17600.0,6.202,2.400,-0.86,-18.25,-39.58,56.97
22.90,3255.04,101.72,1200.69,606.98,299.25,329.82,314.53,16.502,7.089,1796.04,1795.82,17600.0,6.204,2.400,-0.87,-18.19,-39.65,56.97
22.95,3254.86,101.71,1200.71,606.96,299.26,329.82,314.54,16.502,7.089,1796.07,1795.84,17600.0,6.205,2.400,-0.88,-18.14,-39.71,56.97
23.00,3254.68,101.71,1200.72,606.93,299.26,329.82,314.54,16.501,7.089,1796.09,1795.87,17600.0,6.206,2.400,-0.89,-18.08,-39.78,56.97
23.05,3254.50,101.70,1200.74,606.91,299.26,329.82,314.54,16.500,7.089,1796.12,1795.89,17600.0,6.207,2.400,-0.90,-18.03,-39.84,56.97
23.10,3254.32,101.70,1200.76,606.89,299.26,329.82,314.54,16.499,7.089,1796.14,1795.92,17600.0,6.208,2.400,-0.91,-17.98,-39.90,56.97
23.15,3254.14,101.69,1200.77,606.87,299.27,329.82,314.54,16.498,7.090,1796.16,1795.95,17600.0,6.210,2.400,-0.91,-17.92,-39.96,56.97
23.20,3253.96,101.69,1200.79,606.85,299.27,329.82,314.55,16.497,7.090,1796.18,1795.97,17600.0,6.211,2.400,-0.92,-17.87,-40.02,56.97
23.25,3253.79,101.68,1200.81,606.83,299.27,329.82,314.55,16.497,7.090,1796.21,1796.00,17600.0,6.212,2.400,-0.93,-17.82,-40.08,56.97
23.30,3253.61,101.68,1200.82,606.81,299.27,329.82,314.55,16.496,7.090,1796.23,1796.02,17600.0,6.213,2.400,-0.93,-17.76,-40.14,56.97
23.35,3253.44,101.67,1200.84,606.79,299.28,329.82,314.55,16.495,7.090,1796.25,1796.05,17600.0,6.214,2.400,-0.94,-17.71,-40.20,56.97
23.40,3253.27,101.66,1200.86,606.77,299.28,329.82,314.55,16.494,7.090,1796.27,1796.07,17600.0,6.215,2.400,-0.95,-17.66,-40.26,56.97
23.45,3253.10,101.66,1200.87,606.75,299.28,329.82,314.55,16.493,7.090,1796.29,1796.09,17600.0,6.216,2.400,-0.95,-17.61,-40.32,56.97
23.50,3252.93,101.65,1200.89,606.73,299.29,329.83,314.56,16.492,7.090,1796.32,1796.12,17600.0,6.218,2.400,-0.96,-17.56,-40.37,56.97
23.55,3252.77,101.65,1200.90,606.71,299.29,329.83,314.56,16.492,7.090,1796.34,1796.14,17600.0,6.219,2.400,-0.97,-17.51,-40.43,56.97
23.60,3252.60,101.64,1200.92,606.69,299.29,329.83,314.56,16.491,7.090,1796.36,1796.16,17600.0,6.220,2.400,-0.97,-17.46,-40.49,56.97
23.65,3252.44,101.64,1200.93,606.68,299.29,329.83,314.56,16.490,7.091,1796.38,1796.19,17600.0,6.221,2.400,-0.98,-17.41,-40.54,56.97
23.70,3252.28,101.63,1200.95,606.66,299.30,329.83,314.56,16.489,7.091,1796.40,1796.21,17600.0,6.222,2.400,-0.98,-17.36,-40.60,56.97
23.75,3252.12,101.63,1200.96,606.64,299.30,329.83,314.56,16.488,7.091,1796.42,1796.23,17600.0,6.223,2.400,-0.99,-17.31,-40.65,56.97
23.80,3251.96,101.62,1200.98,606.62,299.30,329.83,314.56,16.487,7.091,1796.44,1796.25,17600.0,6.224,2.400,-0.99,-17.26,-40.71,56.97
23.85,3251.80,101.62,1200.99,606.60,299.30,329.83,314.57,16.487,7.091,1796.46,1796.27,17600.0,6.225,2.400,-1.00,-17.21,-40.76,56.97
23.90,3251.65,101.61,1201.01,606.58,299.30,329.83,314.57,16.486,7.091,1796.48,1796.30,17600.0,6.226,2.400,-1.00,-17.16,-40.81,56.97
23.95,3251.49,101.61,1201.02,606.56,299.31,329.83,314.57,16.485,7.091,1796.50,1796.32,17600.0,6.227,2.400,-1.01,-17.11,-40.86,56.97
24.00,3251.34,101.60,1201.04,606.55,299.31,329.83,314.57,16.484,7.091,1796.51,1796.34,17600.0,6.228,2.400,-1.01,-17.07,-40.92,56.97
24.05,3251.19,101.60,1201.05,606.53,299.31,329.83,314.57,16.483,7.091,1796.53,1796.36,17600.0,6.229,2.400,-1.02,-17.02,-40.97,56.97
24.10,3251.04,101.60,1201.06,606.51,299.31,329.83,314.57,16.483,7.091,1796.55,1796.38,17600.0,6.230,2.400,-1.02,-16.97,-41.02,56.97
24.15,3250.89,101.59,1201.08,606.49,299.32,329.83,314.57,16.482,7.091,1796.57,1796.40,17600.0,6.231,2.400,-1.02,-16.93,-41.07,56.97
24.20,3250.74,101.59,1201.09,606.48,299.32,329.83,314.58,16.481,7.091,1796.59,1796.42,17600.0,6.232,2.400,-1.03,-16.88,-41.12,56.97
24.25,3250.60,101.58,1201.10,606.46,299.32,329.83,314.58,16.480,7.092,1796.61,1796.44,17600.0,6.233,2.400,-1.03,-16.84,-41.17,56.97
24.30,3250.45,101.58,1201.12,606.44,299.32,329.83,314.58,16.479,7.092,1796.62,1796.46,17600.0,6.234,2.400,-1.03,-16.79,-41.21,56.97
24.35,3250.31,101.57,1201.13,606.42,299.33,329.84,314.58,16.478,7.092,1796.64,1796.48,17600.0,6.235,2.400,-1.04,-16.75,-41.26,56.97
24.40,3250.17,101.57,1201.14,606.41,299.33,329.84,314.58,16.478,7.092,1796.66,1796.50,17600.0,6.236,2.400,-1.04,-16.70,-41.31,56.97
24.45,3250.03,101.56,1201.16,606.39,299.33,329.84,314.58,16.477,7.092,1796.67,1796.52,17600.0,6.237,2.400,-1.04,-16.66,-41.36,56.97
24.50,3249.89,101.56,1201.17,606.37,299.33,329.84,314.58,16.476,7.092,1796.69,1796.53,17600.0,6.238,2.400,-1.05,-16.61,-41.40,56.97
24.55,3249.75,101.55,1201.18,606.36,299.33,329.84,314.59,16.475,7.092,1796.71,1796.55,17600.0,6.239,2.400,-1.05,-16.57,-41.45,56.97
24.60,3249.62,101.55,1201.19,606.34,299.34,329.84,314.59,16.474,7.092,1796.72,1796.57,17600.0,6.240,2.400,-1.05,-16.53,-41.50,56.97
24.65,3249.48,101.55,1201.20,606.32,299.34,329.84,314.59,16.474,7.092,1796.74,1796.59,17600.0,6.241,2.400,-1.05,-16.48,-41.54,56.97
24.70,3249.35,101.54,1201.22,606.31,299.34,329.84,314.59,16.473,7.092,1796.76,1796.61,17600.0,6.242,2.400,-1.06,-16.44,-41.59,56.97
24.75,3249.21,101.54,1201.23,606.29,299.34,329.84,314.59,16.472,7.092,1796.77,1796.62,17600.0,6.243,2.400,-1.06,-16.40,-41.63,56.97
24.80,3249.08,101.53,1201.24,606.28,299.34,329.84,314.59,16.471,7.092,1796.79,1796.64,17600.0,6.244,2.400,-1.06,-16.36,-41.67,56.97
